"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"27953","NTN4","DCC",0.0044004400440044,"T cells",0,"VECs","other"
"27955","NTN4","DCC",0.0044004400440044,"T cells",0,"SMCs","other"
"27956","NTN4","DCC",0.00229885057471264,"NK cells",0,"T cells","other"
"27957","NTN4","DCC",0.00229885057471264,"NK cells",0,"NK cells","other"
"27958","NTN4","DCC",0.00229885057471264,"NK cells",0,"VECs","other"
"27960","NTN4","DCC",0.00229885057471264,"NK cells",0,"SMCs","other"
"27961","NTN4","DCC",0.0810457516339869,"VECs",0,"T cells","other"
"27962","NTN4","DCC",0.0810457516339869,"VECs",0,"NK cells","other"
"27963","NTN4","DCC",0.0810457516339869,"VECs",0,"VECs","other"
"27965","NTN4","DCC",0.0810457516339869,"VECs",0,"SMCs","other"
"27966","NTN4","DCC",0.0225352112676056,"Fibroblasts",0,"T cells","other"
"27967","NTN4","DCC",0.0225352112676056,"Fibroblasts",0,"NK cells","other"
"27968","NTN4","DCC",0.0225352112676056,"Fibroblasts",0,"VECs","other"
"27970","NTN4","DCC",0.0225352112676056,"Fibroblasts",0,"SMCs","other"
"27971","NTN4","DCC",0.517241379310345,"SMCs",0,"T cells","other"
"27972","NTN4","DCC",0.517241379310345,"SMCs",0,"NK cells","other"
"27973","NTN4","DCC",0.517241379310345,"SMCs",0,"VECs","other"
"27975","NTN4","DCC",0.517241379310345,"SMCs",0,"SMCs","other"
"27976","NTNG1","LRRC4C",0,"T cells",0,"T cells","other"
"27977","NTNG1","LRRC4C",0,"T cells",0,"NK cells","other"
"27978","NTNG1","LRRC4C",0,"T cells",0.0169934640522876,"VECs","other"
"27979","NTNG1","LRRC4C",0,"T cells",0.0112676056338028,"Fibroblasts","other"
"27980","NTNG1","LRRC4C",0,"T cells",0.00862068965517241,"SMCs","other"
"27981","NTNG1","LRRC4C",0,"NK cells",0,"T cells","other"
"27982","NTNG1","LRRC4C",0,"NK cells",0,"NK cells","other"
"27983","NTNG1","LRRC4C",0,"NK cells",0.0169934640522876,"VECs","other"
"27984","NTNG1","LRRC4C",0,"NK cells",0.0112676056338028,"Fibroblasts","other"
"27985","NTNG1","LRRC4C",0,"NK cells",0.00862068965517241,"SMCs","other"
"27986","NTNG1","LRRC4C",0.00392156862745098,"VECs",0,"T cells","other"
"27987","NTNG1","LRRC4C",0.00392156862745098,"VECs",0,"NK cells","other"
"27991","NTNG1","LRRC4C",0.00845070422535211,"Fibroblasts",0,"T cells","other"
"27992","NTNG1","LRRC4C",0.00845070422535211,"Fibroblasts",0,"NK cells","other"
"27996","NTNG1","LRRC4C",0,"SMCs",0,"T cells","other"
"27997","NTNG1","LRRC4C",0,"SMCs",0,"NK cells","other"
"27998","NTNG1","LRRC4C",0,"SMCs",0.0169934640522876,"VECs","other"
"27999","NTNG1","LRRC4C",0,"SMCs",0.0112676056338028,"Fibroblasts","other"
"28000","NTNG1","LRRC4C",0,"SMCs",0.00862068965517241,"SMCs","other"
"28001","NTNG2","LRRC4",0.0011001100110011,"T cells",0,"T cells","other"
"28002","NTNG2","LRRC4",0.0011001100110011,"T cells",0,"NK cells","other"
"28004","NTNG2","LRRC4",0.0011001100110011,"T cells",0,"Fibroblasts","other"
"28006","NTNG2","LRRC4",0,"NK cells",0,"T cells","other"
"28007","NTNG2","LRRC4",0,"NK cells",0,"NK cells","other"
"28008","NTNG2","LRRC4",0,"NK cells",0.00261437908496732,"VECs","other"
"28009","NTNG2","LRRC4",0,"NK cells",0,"Fibroblasts","other"
"28010","NTNG2","LRRC4",0,"NK cells",0.00862068965517241,"SMCs","other"
"28011","NTNG2","LRRC4",0.00130718954248366,"VECs",0,"T cells","other"
"28012","NTNG2","LRRC4",0.00130718954248366,"VECs",0,"NK cells","other"
"28014","NTNG2","LRRC4",0.00130718954248366,"VECs",0,"Fibroblasts","other"
"28016","NTNG2","LRRC4",0,"Fibroblasts",0,"T cells","other"
"28017","NTNG2","LRRC4",0,"Fibroblasts",0,"NK cells","other"
"28018","NTNG2","LRRC4",0,"Fibroblasts",0.00261437908496732,"VECs","other"
"28019","NTNG2","LRRC4",0,"Fibroblasts",0,"Fibroblasts","other"
"28020","NTNG2","LRRC4",0,"Fibroblasts",0.00862068965517241,"SMCs","other"
"28021","NTNG2","LRRC4",0,"SMCs",0,"T cells","other"
"28022","NTNG2","LRRC4",0,"SMCs",0,"NK cells","other"
"28023","NTNG2","LRRC4",0,"SMCs",0.00261437908496732,"VECs","other"
"28024","NTNG2","LRRC4",0,"SMCs",0,"Fibroblasts","other"
"28025","NTNG2","LRRC4",0,"SMCs",0.00862068965517241,"SMCs","other"
"28026","NTNG2","LRRC4C",0.0011001100110011,"T cells",0,"T cells","other"
"28027","NTNG2","LRRC4C",0.0011001100110011,"T cells",0,"NK cells","other"
"28031","NTNG2","LRRC4C",0,"NK cells",0,"T cells","other"
"28032","NTNG2","LRRC4C",0,"NK cells",0,"NK cells","other"
"28033","NTNG2","LRRC4C",0,"NK cells",0.0169934640522876,"VECs","other"
"28034","NTNG2","LRRC4C",0,"NK cells",0.0112676056338028,"Fibroblasts","other"
"28035","NTNG2","LRRC4C",0,"NK cells",0.00862068965517241,"SMCs","other"
"28036","NTNG2","LRRC4C",0.00130718954248366,"VECs",0,"T cells","other"
"28037","NTNG2","LRRC4C",0.00130718954248366,"VECs",0,"NK cells","other"
"28041","NTNG2","LRRC4C",0,"Fibroblasts",0,"T cells","other"
"28042","NTNG2","LRRC4C",0,"Fibroblasts",0,"NK cells","other"
"28043","NTNG2","LRRC4C",0,"Fibroblasts",0.0169934640522876,"VECs","other"
"28044","NTNG2","LRRC4C",0,"Fibroblasts",0.0112676056338028,"Fibroblasts","other"
"28045","NTNG2","LRRC4C",0,"Fibroblasts",0.00862068965517241,"SMCs","other"
"28046","NTNG2","LRRC4C",0,"SMCs",0,"T cells","other"
"28047","NTNG2","LRRC4C",0,"SMCs",0,"NK cells","other"
"28048","NTNG2","LRRC4C",0,"SMCs",0.0169934640522876,"VECs","other"
"28049","NTNG2","LRRC4C",0,"SMCs",0.0112676056338028,"Fibroblasts","other"
"28050","NTNG2","LRRC4C",0,"SMCs",0.00862068965517241,"SMCs","other"
"28051","NTS","NGFR",0,"T cells",0.0176017601760176,"T cells","other"
"28052","NTS","NGFR",0,"T cells",0.00459770114942529,"NK cells","other"
"28053","NTS","NGFR",0,"T cells",0,"VECs","other"
"28054","NTS","NGFR",0,"T cells",0.0028169014084507,"Fibroblasts","other"
"28055","NTS","NGFR",0,"T cells",0.00862068965517241,"SMCs","other"
"28056","NTS","NGFR",0,"NK cells",0.0176017601760176,"T cells","other"
"28057","NTS","NGFR",0,"NK cells",0.00459770114942529,"NK cells","other"
"28058","NTS","NGFR",0,"NK cells",0,"VECs","other"
"28059","NTS","NGFR",0,"NK cells",0.0028169014084507,"Fibroblasts","other"
"28060","NTS","NGFR",0,"NK cells",0.00862068965517241,"SMCs","other"
"28063","NTS","NGFR",0.0261437908496732,"VECs",0,"VECs","other"
"28068","NTS","NGFR",0.0028169014084507,"Fibroblasts",0,"VECs","other"
"28071","NTS","NGFR",0,"SMCs",0.0176017601760176,"T cells","other"
"28072","NTS","NGFR",0,"SMCs",0.00459770114942529,"NK cells","other"
"28073","NTS","NGFR",0,"SMCs",0,"VECs","other"
"28074","NTS","NGFR",0,"SMCs",0.0028169014084507,"Fibroblasts","other"
"28075","NTS","NGFR",0,"SMCs",0.00862068965517241,"SMCs","other"
"28076","NTS","NTSR1",0,"T cells",0,"T cells","other"
"28077","NTS","NTSR1",0,"T cells",0,"NK cells","other"
"28078","NTS","NTSR1",0,"T cells",0,"VECs","other"
"28079","NTS","NTSR1",0,"T cells",0,"Fibroblasts","other"
"28080","NTS","NTSR1",0,"T cells",0,"SMCs","other"
"28081","NTS","NTSR1",0,"NK cells",0,"T cells","other"
"28082","NTS","NTSR1",0,"NK cells",0,"NK cells","other"
"28083","NTS","NTSR1",0,"NK cells",0,"VECs","other"
"28084","NTS","NTSR1",0,"NK cells",0,"Fibroblasts","other"
"28085","NTS","NTSR1",0,"NK cells",0,"SMCs","other"
"28086","NTS","NTSR1",0.0261437908496732,"VECs",0,"T cells","other"
"28087","NTS","NTSR1",0.0261437908496732,"VECs",0,"NK cells","other"
"28088","NTS","NTSR1",0.0261437908496732,"VECs",0,"VECs","other"
"28089","NTS","NTSR1",0.0261437908496732,"VECs",0,"Fibroblasts","other"
"28090","NTS","NTSR1",0.0261437908496732,"VECs",0,"SMCs","other"
"28091","NTS","NTSR1",0.0028169014084507,"Fibroblasts",0,"T cells","other"
"28092","NTS","NTSR1",0.0028169014084507,"Fibroblasts",0,"NK cells","other"
"28093","NTS","NTSR1",0.0028169014084507,"Fibroblasts",0,"VECs","other"
"28094","NTS","NTSR1",0.0028169014084507,"Fibroblasts",0,"Fibroblasts","other"
"28095","NTS","NTSR1",0.0028169014084507,"Fibroblasts",0,"SMCs","other"
"28096","NTS","NTSR1",0,"SMCs",0,"T cells","other"
"28097","NTS","NTSR1",0,"SMCs",0,"NK cells","other"
"28098","NTS","NTSR1",0,"SMCs",0,"VECs","other"
"28099","NTS","NTSR1",0,"SMCs",0,"Fibroblasts","other"
"28100","NTS","NTSR1",0,"SMCs",0,"SMCs","other"
"28101","NTS","SORT1",0,"T cells",0.0011001100110011,"T cells","other"
"28102","NTS","SORT1",0,"T cells",0.00459770114942529,"NK cells","other"
"28103","NTS","SORT1",0,"T cells",0.0444444444444444,"VECs","other"
"28104","NTS","SORT1",0,"T cells",0.0422535211267606,"Fibroblasts","other"
"28105","NTS","SORT1",0,"T cells",0.241379310344828,"SMCs","other"
"28106","NTS","SORT1",0,"NK cells",0.0011001100110011,"T cells","other"
"28107","NTS","SORT1",0,"NK cells",0.00459770114942529,"NK cells","other"
"28108","NTS","SORT1",0,"NK cells",0.0444444444444444,"VECs","other"
"28109","NTS","SORT1",0,"NK cells",0.0422535211267606,"Fibroblasts","other"
"28110","NTS","SORT1",0,"NK cells",0.241379310344828,"SMCs","other"
"28121","NTS","SORT1",0,"SMCs",0.0011001100110011,"T cells","other"
"28122","NTS","SORT1",0,"SMCs",0.00459770114942529,"NK cells","other"
"28123","NTS","SORT1",0,"SMCs",0.0444444444444444,"VECs","other"
"28124","NTS","SORT1",0,"SMCs",0.0422535211267606,"Fibroblasts","other"
"28125","NTS","SORT1",0,"SMCs",0.241379310344828,"SMCs","other"
"28151","NXPH3","NRXN1",0,"T cells",0,"T cells","other"
"28152","NXPH3","NRXN1",0,"T cells",0,"NK cells","other"
"28153","NXPH3","NRXN1",0,"T cells",0,"VECs","other"
"28154","NXPH3","NRXN1",0,"T cells",0,"Fibroblasts","other"
"28155","NXPH3","NRXN1",0,"T cells",0,"SMCs","other"
"28156","NXPH3","NRXN1",0,"NK cells",0,"T cells","other"
"28157","NXPH3","NRXN1",0,"NK cells",0,"NK cells","other"
"28158","NXPH3","NRXN1",0,"NK cells",0,"VECs","other"
"28159","NXPH3","NRXN1",0,"NK cells",0,"Fibroblasts","other"
"28160","NXPH3","NRXN1",0,"NK cells",0,"SMCs","other"
"28161","NXPH3","NRXN1",0.00261437908496732,"VECs",0,"T cells","other"
"28162","NXPH3","NRXN1",0.00261437908496732,"VECs",0,"NK cells","other"
"28163","NXPH3","NRXN1",0.00261437908496732,"VECs",0,"VECs","other"
"28164","NXPH3","NRXN1",0.00261437908496732,"VECs",0,"Fibroblasts","other"
"28165","NXPH3","NRXN1",0.00261437908496732,"VECs",0,"SMCs","other"
"28166","NXPH3","NRXN1",0.0112676056338028,"Fibroblasts",0,"T cells","other"
"28167","NXPH3","NRXN1",0.0112676056338028,"Fibroblasts",0,"NK cells","other"
"28168","NXPH3","NRXN1",0.0112676056338028,"Fibroblasts",0,"VECs","other"
"28169","NXPH3","NRXN1",0.0112676056338028,"Fibroblasts",0,"Fibroblasts","other"
"28170","NXPH3","NRXN1",0.0112676056338028,"Fibroblasts",0,"SMCs","other"
"28171","NXPH3","NRXN1",0.0431034482758621,"SMCs",0,"T cells","other"
"28172","NXPH3","NRXN1",0.0431034482758621,"SMCs",0,"NK cells","other"
"28173","NXPH3","NRXN1",0.0431034482758621,"SMCs",0,"VECs","other"
"28174","NXPH3","NRXN1",0.0431034482758621,"SMCs",0,"Fibroblasts","other"
"28175","NXPH3","NRXN1",0.0431034482758621,"SMCs",0,"SMCs","other"
"28176","NXPH3","NRXN2",0,"T cells",0.0011001100110011,"T cells","other"
"28177","NXPH3","NRXN2",0,"T cells",0,"NK cells","other"
"28178","NXPH3","NRXN2",0,"T cells",0,"VECs","other"
"28179","NXPH3","NRXN2",0,"T cells",0.00563380281690141,"Fibroblasts","other"
"28180","NXPH3","NRXN2",0,"T cells",0,"SMCs","other"
"28181","NXPH3","NRXN2",0,"NK cells",0.0011001100110011,"T cells","other"
"28182","NXPH3","NRXN2",0,"NK cells",0,"NK cells","other"
"28183","NXPH3","NRXN2",0,"NK cells",0,"VECs","other"
"28184","NXPH3","NRXN2",0,"NK cells",0.00563380281690141,"Fibroblasts","other"
"28185","NXPH3","NRXN2",0,"NK cells",0,"SMCs","other"
"28187","NXPH3","NRXN2",0.00261437908496732,"VECs",0,"NK cells","other"
"28188","NXPH3","NRXN2",0.00261437908496732,"VECs",0,"VECs","other"
"28190","NXPH3","NRXN2",0.00261437908496732,"VECs",0,"SMCs","other"
"28192","NXPH3","NRXN2",0.0112676056338028,"Fibroblasts",0,"NK cells","other"
"28193","NXPH3","NRXN2",0.0112676056338028,"Fibroblasts",0,"VECs","other"
"28195","NXPH3","NRXN2",0.0112676056338028,"Fibroblasts",0,"SMCs","other"
"28197","NXPH3","NRXN2",0.0431034482758621,"SMCs",0,"NK cells","other"
"28198","NXPH3","NRXN2",0.0431034482758621,"SMCs",0,"VECs","other"
"28200","NXPH3","NRXN2",0.0431034482758621,"SMCs",0,"SMCs","other"
"28201","NXPH3","NRXN3",0,"T cells",0.0011001100110011,"T cells","other"
"28202","NXPH3","NRXN3",0,"T cells",0,"NK cells","other"
"28203","NXPH3","NRXN3",0,"T cells",0.0065359477124183,"VECs","other"
"28204","NXPH3","NRXN3",0,"T cells",0,"Fibroblasts","other"
"28205","NXPH3","NRXN3",0,"T cells",0,"SMCs","other"
"28206","NXPH3","NRXN3",0,"NK cells",0.0011001100110011,"T cells","other"
"28207","NXPH3","NRXN3",0,"NK cells",0,"NK cells","other"
"28208","NXPH3","NRXN3",0,"NK cells",0.0065359477124183,"VECs","other"
"28209","NXPH3","NRXN3",0,"NK cells",0,"Fibroblasts","other"
"28210","NXPH3","NRXN3",0,"NK cells",0,"SMCs","other"
"28212","NXPH3","NRXN3",0.00261437908496732,"VECs",0,"NK cells","other"
"28214","NXPH3","NRXN3",0.00261437908496732,"VECs",0,"Fibroblasts","other"
"28215","NXPH3","NRXN3",0.00261437908496732,"VECs",0,"SMCs","other"
"28217","NXPH3","NRXN3",0.0112676056338028,"Fibroblasts",0,"NK cells","other"
"28219","NXPH3","NRXN3",0.0112676056338028,"Fibroblasts",0,"Fibroblasts","other"
"28220","NXPH3","NRXN3",0.0112676056338028,"Fibroblasts",0,"SMCs","other"
"28222","NXPH3","NRXN3",0.0431034482758621,"SMCs",0,"NK cells","other"
"28224","NXPH3","NRXN3",0.0431034482758621,"SMCs",0,"Fibroblasts","other"
"28225","NXPH3","NRXN3",0.0431034482758621,"SMCs",0,"SMCs","other"
"28226","OLAH","MOG",0.0011001100110011,"T cells",0,"T cells","other"
"28227","OLAH","MOG",0.0011001100110011,"T cells",0,"NK cells","other"
"28228","OLAH","MOG",0.0011001100110011,"T cells",0,"VECs","other"
"28229","OLAH","MOG",0.0011001100110011,"T cells",0,"Fibroblasts","other"
"28230","OLAH","MOG",0.0011001100110011,"T cells",0,"SMCs","other"
"28231","OLAH","MOG",0,"NK cells",0,"T cells","other"
"28232","OLAH","MOG",0,"NK cells",0,"NK cells","other"
"28233","OLAH","MOG",0,"NK cells",0,"VECs","other"
"28234","OLAH","MOG",0,"NK cells",0,"Fibroblasts","other"
"28235","OLAH","MOG",0,"NK cells",0,"SMCs","other"
"28236","OLAH","MOG",0.00130718954248366,"VECs",0,"T cells","other"
"28237","OLAH","MOG",0.00130718954248366,"VECs",0,"NK cells","other"
"28238","OLAH","MOG",0.00130718954248366,"VECs",0,"VECs","other"
"28239","OLAH","MOG",0.00130718954248366,"VECs",0,"Fibroblasts","other"
"28240","OLAH","MOG",0.00130718954248366,"VECs",0,"SMCs","other"
"28241","OLAH","MOG",0,"Fibroblasts",0,"T cells","other"
"28242","OLAH","MOG",0,"Fibroblasts",0,"NK cells","other"
"28243","OLAH","MOG",0,"Fibroblasts",0,"VECs","other"
"28244","OLAH","MOG",0,"Fibroblasts",0,"Fibroblasts","other"
"28245","OLAH","MOG",0,"Fibroblasts",0,"SMCs","other"
"28246","OLAH","MOG",0.00862068965517241,"SMCs",0,"T cells","other"
"28247","OLAH","MOG",0.00862068965517241,"SMCs",0,"NK cells","other"
"28248","OLAH","MOG",0.00862068965517241,"SMCs",0,"VECs","other"
"28249","OLAH","MOG",0.00862068965517241,"SMCs",0,"Fibroblasts","other"
"28250","OLAH","MOG",0.00862068965517241,"SMCs",0,"SMCs","other"
"28251","OLFM2","ROBO2",0.0033003300330033,"T cells",0,"T cells","other"
"28252","OLFM2","ROBO2",0.0033003300330033,"T cells",0,"NK cells","other"
"28255","OLFM2","ROBO2",0.0033003300330033,"T cells",0,"SMCs","other"
"28256","OLFM2","ROBO2",0.00229885057471264,"NK cells",0,"T cells","other"
"28257","OLFM2","ROBO2",0.00229885057471264,"NK cells",0,"NK cells","other"
"28260","OLFM2","ROBO2",0.00229885057471264,"NK cells",0,"SMCs","other"
"28261","OLFM2","ROBO2",0,"VECs",0,"T cells","other"
"28262","OLFM2","ROBO2",0,"VECs",0,"NK cells","other"
"28263","OLFM2","ROBO2",0,"VECs",0.00130718954248366,"VECs","other"
"28264","OLFM2","ROBO2",0,"VECs",0.129577464788732,"Fibroblasts","other"
"28265","OLFM2","ROBO2",0,"VECs",0,"SMCs","other"
"28266","OLFM2","ROBO2",0.0169014084507042,"Fibroblasts",0,"T cells","other"
"28267","OLFM2","ROBO2",0.0169014084507042,"Fibroblasts",0,"NK cells","other"
"28270","OLFM2","ROBO2",0.0169014084507042,"Fibroblasts",0,"SMCs","other"
"28271","OLFM2","ROBO2",0.0258620689655172,"SMCs",0,"T cells","other"
"28272","OLFM2","ROBO2",0.0258620689655172,"SMCs",0,"NK cells","other"
"28275","OLFM2","ROBO2",0.0258620689655172,"SMCs",0,"SMCs","other"
"28276","OMG","LINGO1",0.0044004400440044,"T cells",0,"T cells","other"
"28277","OMG","LINGO1",0.0044004400440044,"T cells",0,"NK cells","other"
"28278","OMG","LINGO1",0.0044004400440044,"T cells",0,"VECs","other"
"28279","OMG","LINGO1",0.0044004400440044,"T cells",0,"Fibroblasts","other"
"28281","OMG","LINGO1",0.00459770114942529,"NK cells",0,"T cells","other"
"28282","OMG","LINGO1",0.00459770114942529,"NK cells",0,"NK cells","other"
"28283","OMG","LINGO1",0.00459770114942529,"NK cells",0,"VECs","other"
"28284","OMG","LINGO1",0.00459770114942529,"NK cells",0,"Fibroblasts","other"
"28286","OMG","LINGO1",0.00261437908496732,"VECs",0,"T cells","other"
"28287","OMG","LINGO1",0.00261437908496732,"VECs",0,"NK cells","other"
"28288","OMG","LINGO1",0.00261437908496732,"VECs",0,"VECs","other"
"28289","OMG","LINGO1",0.00261437908496732,"VECs",0,"Fibroblasts","other"
"28291","OMG","LINGO1",0.0816901408450704,"Fibroblasts",0,"T cells","other"
"28292","OMG","LINGO1",0.0816901408450704,"Fibroblasts",0,"NK cells","other"
"28293","OMG","LINGO1",0.0816901408450704,"Fibroblasts",0,"VECs","other"
"28294","OMG","LINGO1",0.0816901408450704,"Fibroblasts",0,"Fibroblasts","other"
"28296","OMG","LINGO1",0,"SMCs",0,"T cells","other"
"28297","OMG","LINGO1",0,"SMCs",0,"NK cells","other"
"28298","OMG","LINGO1",0,"SMCs",0,"VECs","other"
"28299","OMG","LINGO1",0,"SMCs",0,"Fibroblasts","other"
"28300","OMG","LINGO1",0,"SMCs",0.00862068965517241,"SMCs","other"
"28303","OMG","NGFR",0.0044004400440044,"T cells",0,"VECs","other"
"28308","OMG","NGFR",0.00459770114942529,"NK cells",0,"VECs","other"
"28313","OMG","NGFR",0.00261437908496732,"VECs",0,"VECs","other"
"28318","OMG","NGFR",0.0816901408450704,"Fibroblasts",0,"VECs","other"
"28321","OMG","NGFR",0,"SMCs",0.0176017601760176,"T cells","other"
"28322","OMG","NGFR",0,"SMCs",0.00459770114942529,"NK cells","other"
"28323","OMG","NGFR",0,"SMCs",0,"VECs","other"
"28324","OMG","NGFR",0,"SMCs",0.0028169014084507,"Fibroblasts","other"
"28325","OMG","NGFR",0,"SMCs",0.00862068965517241,"SMCs","other"
"28328","OMG","RTN4R",0.0044004400440044,"T cells",0,"VECs","other"
"28329","OMG","RTN4R",0.0044004400440044,"T cells",0,"Fibroblasts","other"
"28330","OMG","RTN4R",0.0044004400440044,"T cells",0,"SMCs","other"
"28333","OMG","RTN4R",0.00459770114942529,"NK cells",0,"VECs","other"
"28334","OMG","RTN4R",0.00459770114942529,"NK cells",0,"Fibroblasts","other"
"28335","OMG","RTN4R",0.00459770114942529,"NK cells",0,"SMCs","other"
"28338","OMG","RTN4R",0.00261437908496732,"VECs",0,"VECs","other"
"28339","OMG","RTN4R",0.00261437908496732,"VECs",0,"Fibroblasts","other"
"28340","OMG","RTN4R",0.00261437908496732,"VECs",0,"SMCs","other"
"28343","OMG","RTN4R",0.0816901408450704,"Fibroblasts",0,"VECs","other"
"28344","OMG","RTN4R",0.0816901408450704,"Fibroblasts",0,"Fibroblasts","other"
"28345","OMG","RTN4R",0.0816901408450704,"Fibroblasts",0,"SMCs","other"
"28346","OMG","RTN4R",0,"SMCs",0.0033003300330033,"T cells","other"
"28347","OMG","RTN4R",0,"SMCs",0.00229885057471264,"NK cells","other"
"28348","OMG","RTN4R",0,"SMCs",0,"VECs","other"
"28349","OMG","RTN4R",0,"SMCs",0,"Fibroblasts","other"
"28350","OMG","RTN4R",0,"SMCs",0,"SMCs","other"
"28351","OMG","RTN4RL1",0.0044004400440044,"T cells",0,"T cells","other"
"28352","OMG","RTN4RL1",0.0044004400440044,"T cells",0,"NK cells","other"
"28353","OMG","RTN4RL1",0.0044004400440044,"T cells",0,"VECs","other"
"28354","OMG","RTN4RL1",0.0044004400440044,"T cells",0,"Fibroblasts","other"
"28355","OMG","RTN4RL1",0.0044004400440044,"T cells",0,"SMCs","other"
"28356","OMG","RTN4RL1",0.00459770114942529,"NK cells",0,"T cells","other"
"28357","OMG","RTN4RL1",0.00459770114942529,"NK cells",0,"NK cells","other"
"28358","OMG","RTN4RL1",0.00459770114942529,"NK cells",0,"VECs","other"
"28359","OMG","RTN4RL1",0.00459770114942529,"NK cells",0,"Fibroblasts","other"
"28360","OMG","RTN4RL1",0.00459770114942529,"NK cells",0,"SMCs","other"
"28361","OMG","RTN4RL1",0.00261437908496732,"VECs",0,"T cells","other"
"28362","OMG","RTN4RL1",0.00261437908496732,"VECs",0,"NK cells","other"
"28363","OMG","RTN4RL1",0.00261437908496732,"VECs",0,"VECs","other"
"28364","OMG","RTN4RL1",0.00261437908496732,"VECs",0,"Fibroblasts","other"
"28365","OMG","RTN4RL1",0.00261437908496732,"VECs",0,"SMCs","other"
"28366","OMG","RTN4RL1",0.0816901408450704,"Fibroblasts",0,"T cells","other"
"28367","OMG","RTN4RL1",0.0816901408450704,"Fibroblasts",0,"NK cells","other"
"28368","OMG","RTN4RL1",0.0816901408450704,"Fibroblasts",0,"VECs","other"
"28369","OMG","RTN4RL1",0.0816901408450704,"Fibroblasts",0,"Fibroblasts","other"
"28370","OMG","RTN4RL1",0.0816901408450704,"Fibroblasts",0,"SMCs","other"
"28371","OMG","RTN4RL1",0,"SMCs",0,"T cells","other"
"28372","OMG","RTN4RL1",0,"SMCs",0,"NK cells","other"
"28373","OMG","RTN4RL1",0,"SMCs",0,"VECs","other"
"28374","OMG","RTN4RL1",0,"SMCs",0,"Fibroblasts","other"
"28375","OMG","RTN4RL1",0,"SMCs",0,"SMCs","other"
"28396","OMG","TNFRSF1B",0,"SMCs",0.279427942794279,"T cells","other"
"28397","OMG","TNFRSF1B",0,"SMCs",0.395402298850575,"NK cells","other"
"28398","OMG","TNFRSF1B",0,"SMCs",0.0980392156862745,"VECs","other"
"28399","OMG","TNFRSF1B",0,"SMCs",0.0225352112676056,"Fibroblasts","other"
"28400","OMG","TNFRSF1B",0,"SMCs",0.0258620689655172,"SMCs","other"
"28401","ORM1","CCR5",0,"T cells",0.0264026402640264,"T cells","other"
"28402","ORM1","CCR5",0,"T cells",0.0114942528735632,"NK cells","other"
"28403","ORM1","CCR5",0,"T cells",0.00261437908496732,"VECs","other"
"28404","ORM1","CCR5",0,"T cells",0,"Fibroblasts","other"
"28405","ORM1","CCR5",0,"T cells",0,"SMCs","other"
"28406","ORM1","CCR5",0,"NK cells",0.0264026402640264,"T cells","other"
"28407","ORM1","CCR5",0,"NK cells",0.0114942528735632,"NK cells","other"
"28408","ORM1","CCR5",0,"NK cells",0.00261437908496732,"VECs","other"
"28409","ORM1","CCR5",0,"NK cells",0,"Fibroblasts","other"
"28410","ORM1","CCR5",0,"NK cells",0,"SMCs","other"
"28411","ORM1","CCR5",0,"VECs",0.0264026402640264,"T cells","other"
"28412","ORM1","CCR5",0,"VECs",0.0114942528735632,"NK cells","other"
"28413","ORM1","CCR5",0,"VECs",0.00261437908496732,"VECs","other"
"28414","ORM1","CCR5",0,"VECs",0,"Fibroblasts","other"
"28415","ORM1","CCR5",0,"VECs",0,"SMCs","other"
"28416","ORM1","CCR5",0,"Fibroblasts",0.0264026402640264,"T cells","other"
"28417","ORM1","CCR5",0,"Fibroblasts",0.0114942528735632,"NK cells","other"
"28418","ORM1","CCR5",0,"Fibroblasts",0.00261437908496732,"VECs","other"
"28419","ORM1","CCR5",0,"Fibroblasts",0,"Fibroblasts","other"
"28420","ORM1","CCR5",0,"Fibroblasts",0,"SMCs","other"
"28421","ORM1","CCR5",0,"SMCs",0.0264026402640264,"T cells","other"
"28422","ORM1","CCR5",0,"SMCs",0.0114942528735632,"NK cells","other"
"28423","ORM1","CCR5",0,"SMCs",0.00261437908496732,"VECs","other"
"28424","ORM1","CCR5",0,"SMCs",0,"Fibroblasts","other"
"28425","ORM1","CCR5",0,"SMCs",0,"SMCs","other"
"28477","OSM","OSMR",0.0649064906490649,"T cells",0,"NK cells","other"
"28482","OSM","OSMR",0.0574712643678161,"NK cells",0,"NK cells","other"
"28487","OSM","OSMR",0.0169934640522876,"VECs",0,"NK cells","other"
"28492","OSM","OSMR",0.0028169014084507,"Fibroblasts",0,"NK cells","other"
"28497","OSM","OSMR",0.0689655172413793,"SMCs",0,"NK cells","other"
"28501","OXT","AVPR1A",0.0011001100110011,"T cells",0,"T cells","other"
"28502","OXT","AVPR1A",0.0011001100110011,"T cells",0,"NK cells","other"
"28503","OXT","AVPR1A",0.0011001100110011,"T cells",0,"VECs","other"
"28504","OXT","AVPR1A",0.0011001100110011,"T cells",0,"Fibroblasts","other"
"28506","OXT","AVPR1A",0,"NK cells",0,"T cells","other"
"28507","OXT","AVPR1A",0,"NK cells",0,"NK cells","other"
"28508","OXT","AVPR1A",0,"NK cells",0,"VECs","other"
"28509","OXT","AVPR1A",0,"NK cells",0,"Fibroblasts","other"
"28510","OXT","AVPR1A",0,"NK cells",0.0172413793103448,"SMCs","other"
"28511","OXT","AVPR1A",0,"VECs",0,"T cells","other"
"28512","OXT","AVPR1A",0,"VECs",0,"NK cells","other"
