gene,GSM3290067,GSM3290068,GSM3290069,GSM3290070,GSM3290075,GSM3290077,GSM3290082,GSM3290084,GSM3290099,GSM3290103,GSM3290105,GSM3290107,GSM3290108,GSM3290109,GSM3290113,GSM3290116,GSM3290126,GSM3290127,GSM3290129,GSM3290136,GSM3290138,GSM3290140,GSM3290143,GSM3290148
ZNF831,3.7287456,3.9195798,4.05416,3.8546072,3.8065636,4.0127156,3.9750632,3.655263,4.3653268,3.8791664,3.9726192,3.5892616,4.0557172,5.5685096,4.558296,3.9422428,4.1641894,3.6647382,3.837245,3.9958224,3.7404952,3.9681322,3.8808422,3.636344
TRAF1,3.7416166,4.0934458,3.885004,3.900474,4.0550324,3.629363,3.7905226,4.0872176,4.3053124,3.6418666,3.441663,3.7374504,3.9162228,4.9635146,4.2904,4.5139958,3.692221,4.1409204,3.9130336,3.9704687,3.7552556,3.9834288,3.9255988,3.9923362
RAB11FIP4,3.8338112,3.9029728,3.928538,3.9338102,3.9111048,3.8649262,3.9479464,3.876008,4.0601644,3.867666,3.7758384,3.7922078,4.043508,4.2769682,4.1248864,4.118952,4.1041822,3.8877648,3.9654124,3.8228964,3.9586054,3.7923212,4.0001598,3.7842652
EDARADD,3.8904709,3.866643,3.8206596,3.9127954,3.8511204,3.8207874,3.886017,3.8291848,3.9368852,4.0169815,3.9716274,3.7334876,4.0571256,4.1293074,4.0813908,4.0988606,3.7754242,3.819372,3.784801,4.0246892,3.917493,3.9849564,3.8864212,3.9412874
TMEM156,3.651687,3.6786546,3.7711358,4.0658134,3.59584,3.7011824,4.1978752,3.8961386,5.8125148,4.0895036,3.3987536,3.383186,3.9764766,4.9569566,5.593803,5.6284718,3.8602932,3.7379854,3.661285,3.8159648,3.7099996,3.9231528,3.6194964,4.0105334
MAP4K1,4.1166482,3.9544826,3.8529542,3.900474,3.8483334,3.9298812,3.8811472,3.7684712,4.4292394,3.8885858,3.8041237,3.8341464,3.7516072,5.2285216,4.7239766,4.0366804,3.8543558,3.7754242,3.7104482,3.7543932,3.8705464,4.0123976,3.7952382,3.7445624
ACTA2-AS1,3.6765552,3.6061318,3.7140396,3.4925978,3.9691746,3.8829616,4.1590356,3.6153056,3.7448786,4.0967854,3.9717518,3.8573012,3.7992326,4.5437398,4.2430162,3.8887232,3.9631976,3.7092284,4.2378572,3.8980544,3.9087302,3.8725138,4.0192768,4.2868832
LOC101928673,4.273846,4.0759252,3.987141,4.309277,3.7831222,4.0297546,4.2121276,3.7293901,3.6242446,3.8460244,3.500716,3.744761,3.8014412,4.8037884,4.2844984,3.4945652,3.4539264,3.9694728,3.7905226,3.9029728,4.1552814,4.1513128,3.661943,3.4625762
PLCXD2,4.0498357,3.760675,3.8772118,3.7949524,3.9014424,3.9368852,3.9658254,3.9216432,4.1916578,3.9964202,3.794062,3.7834738,3.8880898,4.5927296,3.8398098,3.9649687,3.8200524,3.7274572,4.0929652,3.8041237,3.9992292,3.792808,3.7663608,4.0051284
LOC101927181,3.878884,4.0113972,4.1456308,3.8219428,3.9273936,3.8282654,3.7631382,3.82727,3.955792,4.0243294,3.727844,3.9747438,4.2640666,4.5253892,3.9262232,3.8869852,3.8462334,3.6934276,3.8621216,4.1050824,3.790864,4.1075522,3.8227854,3.639421
PTPN7,3.8674618,3.713425,3.912511,3.7562576,4.0150296,4.126622,3.8505056,3.7142094,4.0078592,3.8576938,3.874054,3.9289714,3.7987664,4.4908352,4.2150488,4.0375672,3.8186606,3.9537276,3.771478,3.8464328,4.0665234,3.7729664,3.8925824,3.5133192
CD6,3.8657998,3.3390954,3.758962,3.8052588,3.9176242,3.7154232,3.9336412,3.9233928,4.1386232,4.0136768,3.5604514,3.7894916,3.9945398,5.3211672,4.2835644,4.1985234,4.0032878,3.7177504,3.9710472,3.9068778,3.7530902,3.8933344,3.911285,3.922226
ADAM32,4.0248246,3.9200402,3.817764,3.9135376,3.9267994,3.8916413,3.9411612,3.9705404,3.6662768,4.103876,3.9265038,4.0538488,3.8150468,3.6259304,3.5594146,3.7453722,3.8554668,3.7119648,4.2923392,3.8325708,3.9057782,3.9961412,3.9745994,3.7845794
RNU6-838P,3.4598392,3.969784,4.2500684,3.6177214,4.1687702,3.5943786,4.0403496,3.8857982,3.7906326,3.6288968,3.6926934,3.758962,3.601613,4.9130708,4.3180528,3.8594796,3.935566,4.027591,4.0062128,3.5554136,3.8815878,3.6879713,4.167152,4.4094738
TNFRSF9,4.0403496,3.4882168,3.5412902,3.6895262,3.9278298,3.5775434,3.6029682,4.1140086,4.5386852,3.506705,3.5741246,3.6625684,3.6111396,5.9947372,4.1036666,4.71257,3.8765928,3.9208022,3.4931944,3.556272,3.640749,3.8295586,3.7319996,3.5844266
IL4I1,3.8752642,3.6794918,3.835283,3.8191178,3.6220074,3.912511,3.7921564,3.8998846,4.0698658,3.8647884,3.6297408,3.8808422,3.790196,4.0419254,3.9617362,4.021768,3.7710404,3.9690404,3.831211,3.8553598,3.8622932,3.8608656,3.7835654,3.7896726
CYSLTR2,3.8175284,3.9276842,3.924082,3.9343858,4.3113488,3.4256616,3.6557676,3.8075958,4.0793198,3.8219428,3.6600068,3.769898,3.9631335,5.0273812,3.7157154,3.8769752,4.043508,3.636248,4.165707,3.7387552,3.8918376,4.1345608,3.9386352,3.8152916
ZBP1,3.6755932,3.7138524,4.0420814,3.7188172,3.8975132,3.853058,3.8839838,3.731724,4.1669544,3.9368852,3.7367248,3.5546394,4.0059062,4.51355,4.5035888,4.240581,3.8397,3.8203896,3.874856,3.7945828,3.7620464,3.9434396,3.9074194,3.6297884
CD8B,3.9480934,3.7325946,3.8787636,3.9209622,3.744761,4.0321774,3.9002712,3.6133668,3.8387268,3.7482766,3.7524646,3.6716286,3.8223585,5.6015288,4.4982414,3.940124,3.7993534,3.6991296,3.7917574,3.7941106,3.8354798,3.9068778,3.757561,3.8797992
NLRC3,3.7528874,3.4965536,3.7936704,3.752142,3.6898884,4.0039362,3.8790342,3.730338,3.8773562,3.9408692,3.5686484,3.8183448,3.947792,4.5305828,4.158324,3.9316372,3.8329342,3.7696262,3.9583036,3.9522462,3.8077798,3.790864,3.8367838,3.7529782
FCRL3,3.7728606,3.8170536,3.909619,3.6259304,3.6115802,4.2395806,3.7733992,3.7659389,5.2354248,3.7510406,3.6358818,3.4468824,3.7661674,6.733368,4.3596614,4.089641,3.8663812,3.9166722,3.5260908,3.7582708,3.814456,3.7037986,3.655263,3.493833
CD28,3.6322418,3.4498672,3.8463304,3.9816484,3.626019,3.4725744,3.8134234,4.1043896,4.2101826,3.6699536,3.803167,3.5373218,3.7807178,5.0849798,4.8154574,4.7762048,3.760456,3.5776232,3.6514866,3.8567822,3.7015554,3.9163646,3.6496132,3.9770714
CCSAP,3.8036779,3.8410324,3.9792844,3.7021392,3.764815,3.5993364,3.5531576,3.7897374,3.796934,3.9425462,3.649698,3.9992292,3.8025674,4.285309,3.9447662,3.7140396,3.8940158,3.6950392,4.060353,3.8649262,3.7909886,3.8638314,3.8733054,3.4785682
FASLG,3.528598,4.2299636,3.9024202,3.8800302,3.6057422,3.9967154,3.8957072,3.9425462,4.3016688,3.808847,3.8721262,3.8290538,3.726845,4.4261364,3.9421681,4.0422618,3.7892522,3.7627234,3.9419608,3.6772252,3.808721,3.690924,3.7963646,4.0670034
ADAMDEC1,3.618056,3.6559554,3.5606706,3.8354798,3.5671333,3.6246868,3.8262412,3.5125628,3.9676568,3.5193905,3.4736935,3.3976442,3.7072222,6.1501668,4.1501551,3.9989108,3.6524856,3.4910192,3.3841494,3.7060096,3.4328426,3.7662522,3.5782216,3.6480424
PCDHB18,3.7072222,3.9486682,3.9260562,3.922705,4.1590356,3.644912,3.657162,3.8720332,3.727844,3.9185832,3.7933088,3.9379354,3.6885748,3.5911222,3.5952344,3.7389822,3.933962,3.9717518,4.1005364,4.0269444,3.8117982,3.838947,3.865194,3.7374017
ERMN,3.8799206,3.9278298,3.7102254,3.7479588,3.9239554,3.8529542,3.7763106,3.7246462,4.0979154,3.8686244,3.7233932,3.6361614,3.6691964,4.289105,3.9999928,3.6439494,3.7776732,3.8149324,3.9205044,3.683502,3.823631,3.9626354,3.5942996,3.939597
TIGIT,3.782799,3.6684293,3.744761,3.7482766,3.7010866,3.4896136,3.8570198,3.7490766,5.0791974,3.7408436,3.660502,3.3863935,3.840237,6.3202798,5.1458,4.9304976,3.7468042,3.644912,3.5359032,3.835283,3.710738,3.7833562,3.8134842,3.6418666
TRAJ41,3.6958672,3.5275874,3.7455856,3.6657834,3.9200402,3.8005514,3.8214754,3.7436742,4.1003812,3.933962,3.6632466,3.61716,3.945034,4.5554046,3.950095,4.0443348,3.853283,3.6737872,3.8021946,3.7778646,3.6757782,3.8359486,3.7616504,3.8510222
RN7SL280P,3.4559274,3.5855806,3.655165,3.7483736,3.5153332,3.6501254,3.7748604,3.7672416,3.970397,3.8466464,3.4570022,3.7626438,3.8899624,4.656352,3.9235454,3.8435004,3.803167,3.6205375,3.7215156,3.6497828,3.6923244,3.9716274,3.7382296,3.7983332
GABRR2,3.6520748,3.7737018,3.696551,3.616083,3.5983176,3.6709102,3.8749986,3.6076056,3.8166938,3.7614064,3.50927,3.7263673,3.6796692,3.8780046,3.9979256,3.8263448,3.9206798,3.6849174,3.5376682,3.7066334,3.7105898,3.6654596,3.6875318,3.7089328
THNSL1,3.70083,3.4527271,3.5075588,3.7891404,3.8166938,3.7657036,3.8179814,3.7678495,3.8562298,3.661943,3.742016,3.653487,3.821595,3.879413,4.0776028,3.9340912,3.702398,3.6386726,3.8262412,3.8247638,3.762121,3.761764,3.7139396,3.7031386
RNA5SP307,3.5139095,4.1072088,3.7855002,3.5576294,3.6775494,3.5157586,3.6465234,3.3721184,3.8358448,3.7084554,3.4944364,3.784132,3.6913898,4.949492,3.9656394,3.7364662,3.4843732,3.5459,3.6205774,3.6208272,3.556406,3.5918028,3.7020414,4.4878462
FAM169A,3.4537924,4.043508,3.7891404,3.8054622,3.580645,3.7681354,3.8328288,3.7223014,3.9422428,3.7046726,3.5964964,3.5768102,3.5351608,4.6174746,3.7738211,3.8541204,3.8872584,3.9464478,3.7865464,3.7120392,3.733438,3.6641224,3.673672,3.7778646
P2RY8,3.3478674,3.4570022,3.9842416,3.7543188,3.6257492,3.6371482,3.7440724,3.7946286,4.5996154,3.6638534,3.4205664,3.506365,3.9618129,4.4780296,4.729704,4.158324,3.733904,3.4939654,3.5923054,3.6397798,3.6115342,3.6636966,3.7352082,3.579119
APBA2,3.8686945,3.6708146,3.842546,3.8091266,3.7290602,3.8983658,3.6208272,3.8278818,4.2558046,3.680617,3.798933,3.6897958,4.1397966,5.0326394,3.946191,3.4827968,3.9289714,3.812123,3.6096378,3.6934276,3.8063007,3.8291848,3.6359426,3.6925
CXCR3,3.5978862,3.5258022,3.7682514,3.7089328,3.6853738,3.5885558,3.573297,3.5530208,4.0798006,3.6617806,3.624393,3.6381034,3.7913532,4.219615,3.8822672,3.687437,3.7367248,3.6487142,3.8224274,3.655165,3.6786546,3.734375,3.760143,3.7917574
FCAMR,3.8270654,3.8670502,3.7003184,3.727844,3.6300962,3.6249426,3.7310452,3.7385852,3.6247802,3.6257114,3.9231528,3.7957562,3.6844542,3.5045564,3.679237,3.6060594,3.8155268,3.5771916,3.7487609,3.7109268,3.6649184,3.6010494,3.7459934,3.844002
ASF1B,3.7148796,3.4672254,3.837245,3.7884862,3.6918064,3.743451,3.8063624,3.6799202,3.770955,3.5936954,3.4650718,3.6559554,3.636344,4.0241842,3.8764454,3.6616972,3.6676504,3.5370312,3.5621965,3.5802816,3.7138524,3.8471596,3.6105312,3.7196908
AGAP2,3.5222828,3.5127336,3.656673,3.6438706,3.8125648,3.5837016,3.6218212,3.8364422,3.8717452,3.6770578,3.62724,3.648787,3.6848468,4.1143222,4.060353,3.765365,3.6950392,3.6125054,3.6130104,3.7684712,3.7329088,3.5835758,3.7565354,3.556272
KIF21B,3.6252704,3.6007026,3.7154232,3.530579,3.8462334,3.6083228,3.5796157,3.6565796,3.9291314,3.5771272,3.5486114,3.6458196,3.6175024,4.3971634,3.9213008,3.7228696,3.6749804,3.8133121,3.7404952,3.5425326,3.7729664,3.6887636,3.6421242,3.7209346
PPP2R2B,3.8887232,3.4613233,3.7087053,3.5887632,3.6191066,3.7675382,3.869147,3.5443119,3.9149662,3.8884384,3.4816882,3.5960854,3.6839675,5.0546768,3.7171394,3.6202033,3.6223096,3.808358,3.6307608,3.6613524,3.5853554,3.885284,3.6006304,3.7593834
RAB39B,3.8476816,3.629363,3.693072,3.7998774,3.5884433,4.0790166,3.720131,3.8501544,3.6972702,3.627787,3.7856224,3.590662,3.7331894,4.2604352,4.1384396,3.6504034,3.655263,3.632505,3.5620812,3.7995548,3.629273,3.8534294,3.6155366,3.8618542
GCSAM,3.7626438,3.3943488,3.8473564,3.5502444,3.6077522,3.5657188,3.7129372,3.7905776,3.8525412,3.5807372,3.5663812,3.5407538,3.5082726,5.4519746,4.0806808,3.6950816,3.6987512,3.5099522,3.6140774,3.7757352,3.5504276,3.629273,3.5259176,3.5782216
C1QTNF8,3.772083,3.5842204,3.7001201,3.6877264,3.6252704,3.6281324,3.7246462,3.657085,3.7957562,3.4783182,3.7667852,3.6240164,3.6002468,3.9723184,3.8704825,3.758676,3.5922408,3.7517166,3.6468936,3.6093824,3.6773828,3.7718936,3.7435414,3.6895659
RNA5SP442,3.7165006,3.579915,3.725901,3.5608776,3.5107606,3.5436284,3.7430716,3.688474,3.8839838,3.6483544,3.6755932,3.6471064,3.5892616,3.8998198,3.8452486,3.9587776,3.4214622,3.8305034,3.9291314,3.6523004,3.6366794,3.6233344,3.7481244,3.6812572
BTLA,3.5334784,3.5182344,3.7102254,3.7136718,3.3852305,3.4218254,3.7724298,3.5792808,3.9633474,3.6360036,3.506438,3.490246,3.8148446,6.7319118,4.959848,3.6742988,3.534878,3.4209922,3.3492872,3.463337,3.6319066,3.6799202,3.6345974,3.6648194
GFI1,3.7010866,3.6156888,3.7035643,3.5129674,3.55934,3.7010866,3.6014358,3.5276696,3.8066528,3.554488,3.6076688,3.519121,3.755858,5.3569899,4.0582288,3.6192353,3.6103042,3.4855428,3.5389186,3.710322,3.768012,3.8260964,3.6832046,3.406817
THBS4,3.4766364,3.4382444,3.742016,3.6686386,3.5578996,3.4461026,3.758914,3.6897958,3.8719014,3.6003206,3.696451,3.6224184,3.83883,3.8933344,3.6445202,3.945034,3.815627,3.5680589,3.6529552,3.614744,3.6671038,3.5536018,3.6416736,3.8838332
SCML4,3.7625518,3.6747458,3.6100022,3.6195818,3.5552554,3.6533642,3.6469554,3.553855,4.1401066,3.4962111,3.5516648,3.5632398,3.6286466,5.3432382,4.1168566,3.71376,3.6532036,3.5156814,3.6870118,3.831839,3.6250348,3.7771144,3.6371482,3.7114002
ABCD2,3.6604052,3.5788768,3.5716574,3.4785682,3.3939191,3.6069906,3.604907,3.49931,4.5421976,3.760456,3.3433738,3.2108966,3.5298184,5.6224244,4.346635,3.7592824,3.5330626,3.5941758,3.5080692,3.5592666,3.455344,3.7229752,3.7042162,3.7457032
SLC14A1,3.5641656,3.6405618,3.78893,3.560956,3.3856992,3.8804578,3.4794916,4.0893198,4.031854,3.6108476,3.8248838,3.457413,3.539358,5.3626158,3.286515,3.4286188,3.3818832,3.4922666,3.7979866,3.4202968,3.8734252,4.0309928,3.5359788,3.2585368
SNX20,3.5824548,3.537979,3.672544,3.5016224,3.564573,3.7312288,3.5184596,3.4424234,3.8706566,3.7535306,3.4135356,3.5439736,3.6604052,4.0987044,3.5647838,3.7553618,3.6296444,3.746899,3.651687,3.6212302,3.6265453,3.6916414,3.6979666,3.6399992
BCL11B,3.3869616,3.4604236,3.6213012,3.5478416,3.5618768,3.4923646,3.5304918,3.8130342,4.0030036,3.5637605,3.4384915,3.602419,3.770599,4.2448648,3.6785207,3.7905226,3.7142094,3.5991806,3.61716,3.5164982,3.5359032,3.586346,3.5899808,3.5111779
CCDC167,3.4726924,3.5518872,3.5460428,3.7339958,3.590662,3.7464006,3.501301,3.5826022,3.7977528,3.52459,3.7015554,3.6865669,3.6971866,3.774421,3.7745036,3.7398504,3.617633,3.5091228,3.5420474,3.585664,3.4763434,3.5950006,3.665643,3.5330964
CXCR6,3.5781328,3.4582774,3.5019634,3.7337192,3.344902,4.0316796,3.5710744,3.5743146,3.7882652,3.5214211,3.5511472,3.4486398,3.7203268,5.3359948,4.7050662,3.5381617,3.8256282,3.4958622,3.535022,3.676251,3.5653624,3.738034,3.4432796,3.4914522
CRTAM,3.592007,3.5132358,3.6841812,3.6436308,3.5587372,3.6981432,3.608109,3.458395,3.7659389,3.5378717,3.5293342,3.389319,3.435544,6.0314138,4.2455228,3.4529335,3.5270694,3.5283134,3.4851818,3.5314438,3.4629186,3.6058996,3.5375472,3.5530569
CXorf65,3.6536728,3.463635,3.7431534,3.201908,3.3776288,3.4174496,3.5033178,3.7592824,4.0808618,3.688101,3.2938458,3.5457868,3.642883,4.3115458,3.637978,3.7009924,3.5127336,3.6657834,3.7323016,3.5257226,3.4442018,3.574842,3.6054156,3.5384056
RNA5SP496,3.6331384,3.6644446,3.6061711,3.5972757,3.4440654,3.7480682,3.441391,3.5199879,3.4193424,3.4432796,3.6457743,3.6316442,3.7631382,4.3065568,3.6010494,3.485031,3.754841,3.7289622,3.4406588,3.3264868,3.5583052,3.995018,3.8107176,3.5865922
RLTPR,3.666611,3.4759388,3.6757782,3.483015,3.582219,3.6701254,3.6549978,3.484502,3.6306309,3.6603382,3.4905374,3.4681224,3.6139344,3.9618896,3.9745994,3.8089856,3.4978694,3.5192188,3.4862066,3.585902,3.6917194,3.6019688,3.5956994,3.5009148
UBASH3A,3.7487084,3.4108437,3.6369434,3.5392048,3.6230086,3.4377196,3.4222786,3.5467604,3.7689728,3.5065028,3.3970986,3.4555352,3.7455856,4.7781794,3.7955158,3.6710854,3.5281596,3.622735,3.5718286,3.5752908,3.6816088,3.5490912,3.6170102,3.7771144
CARD11,3.533961,3.3437626,3.5035696,3.4897424,3.5244858,3.56762,3.8393508,3.6150506,3.7360262,3.614707,3.391152,3.5873182,3.762121,4.4253902,3.924362,3.7974662,3.4456698,3.6066892,3.4193918,3.4647832,3.6313568,3.6671038,3.5560334,3.3243368
CD160,3.7115824,3.4234,3.690716,3.4855428,3.5103706,4.0245242,3.757561,3.4466032,3.709724,3.5710186,3.5462282,3.4072604,3.6034442,4.1030666,3.4837716,3.7641498,3.5826373,3.6697466,3.5617386,3.6524856,3.4930026,3.5086682,3.3499064,3.633414
BATF,3.5033178,3.1842086,3.490983,3.5885558,3.6610138,3.2645942,3.354623,3.4449992,3.6881764,3.4186226,3.5231726,3.3654963,3.4268844,4.0804728,3.8641224,3.7384584,3.6334972,3.4763796,3.4437578,3.5562094,3.431715,3.6939778,3.5419394,3.2417995
FLJ45825,3.7253362,3.5432594,3.6932604,3.2780506,3.6174076,4.113302,3.620163,3.5361158,3.6675488,3.4414428,3.3460428,3.435544,3.5774054,4.8186958,3.7181826,3.4025748,3.376264,3.5820285,3.201756,3.4351104,3.6104626,3.495237,3.582359,3.4400407
LOC400863,3.4780008,3.7039904,3.4979914,3.6090516,3.395661,3.5342784,3.618142,3.4969166,3.3273048,3.5960088,3.5280184,3.4838004,3.7627234,4.1489724,3.6610554,3.4188944,3.646459,3.3531666,3.4692494,3.4013128,3.54234,3.5106957,3.5360496,3.4671606
GNAO1,3.4214622,3.4310486,3.5419726,3.4496994,3.4150668,3.3426238,3.5217768,3.4650132,3.601671,3.5645084,3.4243488,3.6188594,3.5670118,3.8890816,3.6454778,3.5576294,3.5218448,3.4662731,3.6641224,3.4869036,3.3986846,3.6684702,3.4792226,3.3064814
SIRPG,3.5344096,3.456673,3.6391792,3.4819204,3.3766442,3.186399,3.371815,3.4440654,3.6512662,3.3605894,3.2759546,3.4362982,3.3930998,4.5921108,3.8257823,3.5027697,3.480017,3.398622,3.3638054,3.4072056,3.5845132,3.673448,3.2937788,3.3890104
SIT1,3.6297408,3.1279724,3.3737188,3.3116102,3.4078676,3.5917122,3.5397664,3.1879578,3.585432,3.4880802,3.3583444,3.3257526,3.6488359,4.4274732,3.7936704,3.5890206,3.3162762,3.4178924,3.3372406,3.4833849,3.4201266,3.3955481,3.4809556,3.4590483
OR6C4,3.4117504,3.3663432,3.5206008,3.3318818,3.4069646,3.2793992,3.4474487,3.2377422,3.6683076,3.5885558,3.4844342,3.3605894,3.5546394,4.3452536,3.877615,3.776216,3.5902954,3.3467674,3.3352528,3.4281224,3.5262014,3.355548,3.506438,3.388646
FAM209B,3.5172246,3.2741104,3.2548964,3.2897302,3.331802,3.3682078,3.742016,3.307128,3.469959,3.6239332,3.3008778,3.3924504,3.4581324,3.6264618,3.8241531,3.7454648,3.2513246,3.3693382,3.4442897,3.4514558,3.4321944,3.4620262,3.3796694,3.4546432
IFNG,3.5163646,3.3096974,3.236387,3.2498478,3.3425846,3.2113346,3.588094,3.3869616,4.596878,3.5516648,3.1973814,3.3818158,3.3612982,4.5843958,3.3636122,3.555638,3.3307084,3.6309182,3.341843,3.3288588,3.2712569,3.416443,3.2575314,3.4690916
RNU6-136P,3.2741104,3.2839486,3.3402822,3.3631708,3.3938048,3.4686659,3.4067778,3.2827154,3.483015,3.4168062,3.3336002,3.2764033,3.3546552,3.5046206,3.4739796,3.4825426,3.4984609,3.3143894,3.3193404,3.4110752,3.3933918,3.5181626,3.3986846,3.4567404
RNA5SP175,3.3741822,3.4700604,3.3155896,3.4870472,3.4538614,3.2896882,3.2962862,3.3835988,3.1888934,3.3931369,3.4077797,3.5922408,3.2469874,3.2349498,3.2875868,3.2490694,3.3168996,3.4181381,3.253981,3.4051138,3.3313088,3.3944076,3.275347,3.3391636
